LocationType,Location,TimeFrame,DataFormat,Data
State,Idaho,1995,Percent,0.059
State,Idaho,1994,Percent,0.055
State,Idaho,1994,Number,958
State,Idaho,1993,Number,925
State,Idaho,1992,Percent,0.055
State,Idaho,1993,Percent,0.053
State,Idaho,1992,Number,955
State,Idaho,1991,Number,972
State,Idaho,1991,Percent,0.058
State,Idaho,1990,Percent,0.057
State,Idaho,1990,Number,928
State,Illinois,1990,Number,14785
State,Illinois,1990,Percent,0.076
State,Illinois,1991,Percent,0.078
State,Illinois,1991,Number,15138
State,Illinois,1992,Number,14772
State,Illinois,1993,Percent,0.081
State,Illinois,1992,Percent,0.077
State,Illinois,1993,Number,15365
State,Illinois,1994,Number,14931
State,Illinois,1994,Percent,0.079
State,Illinois,1995,Percent,0.079
State,Illinois,1996,Number,14617
State,Illinois,1996,Percent,0.08
State,Illinois,1995,Number,14629
State,Illinois,1997,Percent,0.079
State,Illinois,1997,Number,14278
State,Illinois,1998,Number,14568
State,Illinois,1999,Percent,0.08
State,Illinois,1999,Number,14567
State,Illinois,1998,Percent,0.08
State,Illinois,2000,Number,14700
State,Illinois,2000,Percent,0.079
State,Illinois,2001,Percent,0.08
State,Illinois,2002,Number,14725
State,Illinois,2002,Percent,0.082
State,Illinois,2001,Number,14731
State,Illinois,2003,Percent,0.083
State,Illinois,2003,Number,15081
State,Illinois,2004,Number,15200
State,Illinois,2004,Percent,0.084
State,Illinois,2005,Percent,0.085
State,Illinois,2005,Number,15265
State,Illinois,2006,Number,15577
State,Illinois,2006,Percent,0.086
State,Illinois,2007,Percent,0.085
State,Illinois,2007,Number,15347
State,Illinois,2008,Number,14790
State,Illinois,2013,Percent,0.082
State,Illinois,2008,Percent,0.084
State,Illinois,2018,Number,12370
State,Illinois,2013,Number,12898
State,Illinois,2018,Percent,0.085
State,Illinois,2009,Percent,0.084
State,Illinois,2009,Number,14316
State,Illinois,2010,Number,13666
State,Illinois,2010,Percent,0.083
State,Illinois,2015,Percent,0.083
State,Illinois,2015,Number,13069
State,Illinois,2020,Number,11010
State,Illinois,2020,Percent,0.083
State,Illinois,2011,Percent,0.082
State,Illinois,2012,Number,12935
State,Illinois,2011,Number,13232
State,Illinois,2012,Percent,0.081
State,Illinois,2014,Percent,0.082
State,Illinois,2016,Number,12987
State,Illinois,2014,Number,12929
State,Illinois,2017,Percent,0.085
State,Illinois,2016,Percent,0.084
State,Illinois,2017,Number,12651
State,Illinois,2019,Number,11779
State,Illinois,2019,Percent,0.084
State,Illinois,2021,Percent,0.085
State,Illinois,2021,Number,11235
State,Indiana,2021,Number,6704
State,Indiana,2021,Percent,0.084
State,Indiana,2019,Percent,0.082
State,Indiana,2019,Number,6607
State,Indiana,2017,Number,6794
State,Indiana,2017,Percent,0.083
State,Indiana,2016,Percent,0.082
State,Indiana,2014,Number,6715
State,Indiana,2016,Number,6802
State,Indiana,2012,Percent,0.079
State,Indiana,2014,Percent,0.08
State,Indiana,2011,Number,6786
State,Indiana,2012,Number,6555
State,Indiana,2011,Percent,0.081
State,Indiana,2020,Percent,0.081
State,Indiana,2020,Number,6390
State,Indiana,2015,Number,6725
State,Indiana,2015,Percent,0.08
State,Indiana,2010,Percent,0.08
State,Indiana,2010,Number,6732
State,Indiana,2009,Number,7225
State,Indiana,2009,Percent,0.083
State,Indiana,2018,Percent,0.081
State,Indiana,2013,Number,6569
State,Indiana,2018,Number,6572
State,Indiana,2008,Percent,0.083
State,Indiana,2013,Percent,0.079
State,Indiana,2008,Number,7398
State,Indiana,2007,Number,7628
State,Indiana,2007,Percent,0.085
State,Indiana,2006,Percent,0.082
State,Indiana,2006,Number,7268
State,Indiana,2005,Number,7232
State,Indiana,2005,Percent,0.083
State,Indiana,2004,Percent,0.081
State,Indiana,2004,Number,7028
State,Indiana,2003,Number,6767
State,Indiana,2003,Percent,0.079
State,Indiana,2001,Number,6569
State,Indiana,2002,Percent,0.076
State,Indiana,2002,Number,6463
State,Indiana,2001,Percent,0.076
State,Indiana,2000,Percent,0.074
State,Indiana,2000,Number,6426
State,Indiana,1998,Percent,0.079
State,Indiana,1999,Number,6728
State,Indiana,1999,Percent,0.079
State,Indiana,1998,Number,6718
State,Indiana,1997,Number,6417
State,Indiana,1997,Percent,0.077
State,Indiana,1995,Number,6191
State,Indiana,1996,Percent,0.076
State,Indiana,1996,Number,6327
State,Indiana,1995,Percent,0.075
State,Indiana,1994,Percent,0.068
State,Indiana,1994,Number,5638
State,Indiana,1993,Number,5851
State,Indiana,1992,Percent,0.067
State,Indiana,1993,Percent,0.07
State,Indiana,1992,Number,5635
State,Indiana,1991,Number,5716
State,Indiana,1991,Percent,0.067
State,Indiana,1990,Percent,0.066
State,Indiana,1990,Number,5648
State,Iowa,1990,Number,2124
State,Iowa,1990,Percent,0.054
State,Iowa,1991,Percent,0.057
State,Iowa,1991,Number,2210
State,Iowa,1992,Number,2200
State,Iowa,1993,Percent,0.057
State,Iowa,1992,Percent,0.057
State,Iowa,1993,Number,2172
State,Iowa,1994,Number,2172
State,Iowa,1994,Percent,0.059
State,Iowa,1995,Percent,0.06
State,Iowa,1996,Number,2359
State,Iowa,1996,Percent,0.064
State,Iowa,1995,Number,2194
State,Iowa,1997,Percent,0.064
State,Iowa,1997,Number,2336
State,Iowa,1998,Number,2385
State,Iowa,1999,Percent,0.062
State,Iowa,1999,Number,2314
State,Iowa,1998,Percent,0.064
State,Iowa,2000,Number,2346
State,Iowa,2000,Percent,0.061
State,Iowa,2001,Percent,0.064
State,Iowa,2002,Number,2489
State,Iowa,2002,Percent,0.066
State,Iowa,2001,Number,2409
State,Iowa,2003,Percent,0.066
State,Iowa,2003,Number,2512
State,Iowa,2004,Number,2686
State,Iowa,2004,Percent,0.07
State,Iowa,2005,Percent,0.072
State,Iowa,2005,Number,2814
State,Iowa,2006,Number,2809
State,Iowa,2006,Percent,0.069
State,Iowa,2007,Percent,0.068
State,Iowa,2007,Number,2797
State,Iowa,2008,Number,2673
State,Iowa,2013,Percent,0.066
State,Iowa,2008,Percent,0.066
State,Iowa,2018,Number,2608
State,Iowa,2013,Number,2561
State,Iowa,2018,Percent,0.069
State,Iowa,2009,Percent,0.067
State,Iowa,2009,Number,2671
State,Iowa,2010,Number,2700
State,Iowa,2010,Percent,0.07
State,Iowa,2015,Percent,0.067
State,Iowa,2015,Number,2663
State,Iowa,2020,Number,2503
State,Iowa,2020,Percent,0.069
State,Iowa,2011,Percent,0.065
State,Iowa,2012,Number,2579
State,Iowa,2011,Number,2495
State,Iowa,2012,Percent,0.067
State,Iowa,2014,Percent,0.067
State,Iowa,2016,Number,2661
State,Iowa,2014,Number,2675
State,Iowa,2017,Percent,0.066
State,Iowa,2016,Percent,0.068
State,Iowa,2017,Number,2526
State,Iowa,2019,Number,2543
State,Iowa,2019,Percent,0.068
State,Iowa,2021,Percent,0.068
State,Iowa,2021,Number,2519
State,Kansas,2021,Number,2567
State,Kansas,2021,Percent,0.074
State,Kansas,2019,Percent,0.076
State,Kansas,2019,Number,2685
State,Kansas,2017,Number,2685
State,Kansas,2017,Percent,0.074
State,Kansas,2016,Percent,0.07
State,Kansas,2014,Number,2759
State,Kansas,2016,Number,2645
State,Kansas,2012,Percent,0.071
State,Kansas,2014,Percent,0.07
State,Kansas,2011,Number,2854
State,Kansas,2012,Number,2879
State,Kansas,2011,Percent,0.072
State,Kansas,2020,Percent,0.072
State,Kansas,2020,Number,2491
State,Kansas,2015,Number,2672
State,Kansas,2015,Percent,0.068
State,Kansas,2010,Percent,0.071
State,Kansas,2010,Number,2881
State,Kansas,2009,Number,3011
State,Kansas,2009,Percent,0.073
State,Kansas,2018,Percent,0.074
State,Kansas,2013,Number,2721
State,Kansas,2018,Number,2676
State,Kansas,2008,Percent,0.072
State,Kansas,2013,Percent,0.07
State,Kansas,2008,Number,3005
State,Kansas,2007,Number,2973
State,Kansas,2007,Percent,0.071
State,Kansas,2006,Percent,0.072
State,Kansas,2006,Number,2933
State,Kansas,2005,Number,2860
State,Kansas,2005,Percent,0.072
State,Kansas,2004,Percent,0.073
State,Kansas,2004,Number,2898
State,Kansas,2003,Number,2908
State,Kansas,2003,Percent,0.074
State,Kansas,2002,Percent,0.07
State,Kansas,2002,Number,2757
State,Kansas,2001,Number,2709
State,Kansas,2001,Percent,0.07
State,Kansas,2000,Percent,0.069
State,Kansas,2000,Number,2740
State,Kansas,1998,Percent,0.07
State,Kansas,1999,Number,2750
State,Kansas,1999,Percent,0.071
State,Kansas,1998,Number,2691
State,Kansas,1997,Number,2580
State,Kansas,1997,Percent,0.069
State,Kansas,1995,Number,2388
State,Kansas,1996,Percent,0.069
State,Kansas,1996,Number,2545
State,Kansas,1995,Percent,0.064
State,Kansas,1994,Percent,0.065
State,Kansas,1994,Number,2417
State,Kansas,1992,Percent,0.064
State,Kansas,1993,Number,2460
State,Kansas,1993,Percent,0.066
State,Kansas,1992,Number,2451
State,Kansas,1991,Number,2344
State,Kansas,1991,Percent,0.062
State,Kansas,1990,Percent,0.062
State,Kansas,1990,Number,2435
State,Kentucky,1990,Number,3838
State,Kentucky,1990,Percent,0.071
State,Kentucky,1991,Percent,0.072
State,Kentucky,1991,Number,3891
State,Kentucky,1992,Number,3681
State,Kentucky,1993,Percent,0.071
State,Kentucky,1993,Number,3781
State,Kentucky,1992,Percent,0.068
State,Kentucky,1994,Number,4056
State,Kentucky,1994,Percent,0.077
State,Kentucky,1995,Percent,0.076
State,Kentucky,1996,Number,4144
State,Kentucky,1996,Percent,0.079
State,Kentucky,1995,Number,3981
State,Kentucky,1997,Percent,0.078
State,Kentucky,1997,Number,4156
State,Kentucky,1998,Number,4416
State,Kentucky,1999,Percent,0.082
State,Kentucky,1999,Number,4466
State,Kentucky,1998,Percent,0.081
State,Kentucky,2000,Number,4601
State,Kentucky,2000,Percent,0.082
State,Kentucky,2001,Percent,0.083
State,Kentucky,2001,Number,4539
State,Kentucky,2002,Number,4657
State,Kentucky,2002,Percent,0.086
State,Kentucky,2003,Percent,0.087
State,Kentucky,2003,Number,4809
State,Kentucky,2004,Number,4872
State,Kentucky,2004,Percent,0.088
State,Kentucky,2005,Percent,0.091
State,Kentucky,2005,Number,5126
State,Kentucky,2006,Number,5327
State,Kentucky,2006,Percent,0.091
State,Kentucky,2007,Percent,0.093
State,Kentucky,2007,Number,5497
State,Kentucky,2008,Number,5360
State,Kentucky,2013,Percent,0.087
State,Kentucky,2008,Percent,0.092
State,Kentucky,2018,Number,4782
State,Kentucky,2013,Number,4845
State,Kentucky,2018,Percent,0.089
State,Kentucky,2009,Percent,0.089
State,Kentucky,2009,Number,5141
State,Kentucky,2010,Number,5044
State,Kentucky,2010,Percent,0.09
State,Kentucky,2015,Percent,0.087
State,Kentucky,2015,Number,4846
State,Kentucky,2020,Number,4390
State,Kentucky,2020,Percent,0.085
State,Kentucky,2011,Percent,0.091
State,Kentucky,2012,Number,4823
State,Kentucky,2011,Number,5040
State,Kentucky,2014,Percent,0.088
State,Kentucky,2014,Number,4922
State,Kentucky,2012,Percent,0.087
State,Kentucky,2016,Number,5042
State,Kentucky,2016,Percent,0.091
State,Kentucky,2017,Percent,0.088
State,Kentucky,2017,Number,4831
State,Kentucky,2019,Number,4642
State,Kentucky,2019,Percent,0.087
State,Kentucky,2021,Percent,0.091
State,Kentucky,2021,Number,4761
State,Louisiana,2021,Number,6507
State,Louisiana,2021,Percent,0.113
State,Louisiana,2019,Percent,0.108
State,Louisiana,2019,Number,6348
State,Louisiana,2017,Number,6519
State,Louisiana,2017,Percent,0.107
State,Louisiana,2016,Percent,0.106
State,Louisiana,2016,Number,6720
State,Louisiana,2012,Percent,0.108
State,Louisiana,2014,Number,6786
State,Louisiana,2014,Percent,0.105
State,Louisiana,2011,Number,6773
State,Louisiana,2012,Number,6740
State,Louisiana,2011,Percent,0.109
State,Louisiana,2020,Percent,0.109
State,Louisiana,2020,Number,6245
State,Louisiana,2015,Number,6839
State,Louisiana,2015,Percent,0.106
State,Louisiana,2010,Percent,0.107
State,Louisiana,2010,Number,6700
State,Louisiana,2009,Number,6915
State,Louisiana,2009,Percent,0.106
State,Louisiana,2018,Percent,0.108
State,Louisiana,2013,Number,6901
State,Louisiana,2018,Number,6428
State,Louisiana,2008,Percent,0.108
State,Louisiana,2013,Percent,0.109
State,Louisiana,2008,Number,7046
State,Louisiana,2007,Number,7450
State,Louisiana,2007,Percent,0.112
State,Louisiana,2006,Percent,0.114
State,Louisiana,2006,Number,7231
State,Louisiana,2005,Number,6987
State,Louisiana,2005,Percent,0.115
State,Louisiana,2004,Percent,0.109
State,Louisiana,2004,Number,7139
State,Louisiana,2003,Number,6944
State,Louisiana,2003,Percent,0.107
State,Louisiana,2002,Percent,0.104
State,Louisiana,2002,Number,6774
State,Louisiana,2001,Number,6825
State,Louisiana,2001,Percent,0.104
State,Louisiana,2000,Percent,0.103
State,Louisiana,2000,Number,6993
State,Louisiana,1998,Percent,0.101
State,Louisiana,1999,Number,6704
State,Louisiana,1999,Percent,0.1
State,Louisiana,1998,Number,6757
State,Louisiana,1997,Number,6704
State,Louisiana,1997,Percent,0.102
State,Louisiana,1995,Number,6362
State,Louisiana,1996,Percent,0.099
State,Louisiana,1996,Number,6440
State,Louisiana,1995,Percent,0.097
State,Louisiana,1994,Percent,0.096
State,Louisiana,1994,Number,6521
State,Louisiana,1992,Percent,0.094
State,Louisiana,1993,Number,6477
State,Louisiana,1993,Percent,0.093
State,Louisiana,1992,Number,6620
State,Louisiana,1991,Number,6767
State,Louisiana,1991,Percent,0.094
State,Louisiana,1990,Percent,0.092
State,Louisiana,1990,Number,6650
State,Maine,1990,Number,892
State,Maine,1990,Percent,0.051
State,Maine,1991,Percent,0.054
State,Maine,1991,Number,901
State,Maine,1992,Number,808
State,Maine,1993,Percent,0.054
State,Maine,1993,Number,813
State,Maine,1992,Percent,0.05
State,Maine,1994,Number,822
State,Maine,1994,Percent,0.057
State,Maine,1995,Percent,0.061
State,Maine,1996,Number,809
State,Maine,1996,Percent,0.059
State,Maine,1995,Number,845
State,Maine,1997,Percent,0.059
State,Maine,1997,Number,812
State,Maine,1998,Number,800
State,Maine,1999,Percent,0.06
State,Maine,1999,Number,818
State,Maine,1998,Percent,0.058
State,Maine,2000,Number,820
State,Maine,2000,Percent,0.06
State,Maine,2001,Percent,0.06
State,Maine,2001,Number,830
State,Maine,2002,Number,853
State,Maine,2002,Percent,0.063
State,Maine,2003,Percent,0.065
State,Maine,2003,Number,904
State,Maine,2004,Number,895
State,Maine,2004,Percent,0.064
State,Maine,2005,Percent,0.068
State,Maine,2005,Number,957
State,Maine,2006,Number,967
State,Maine,2006,Percent,0.068
State,Maine,2007,Percent,0.063
State,Maine,2007,Number,892
State,Maine,2008,Number,907
State,Maine,2013,Percent,0.071
State,Maine,2008,Percent,0.067
State,Maine,2018,Number,885
State,Maine,2013,Number,911
State,Maine,2018,Percent,0.072
State,Maine,2009,Percent,0.063
State,Maine,2009,Number,851
State,Maine,2010,Number,814
State,Maine,2010,Percent,0.063
State,Maine,2015,Percent,0.069
State,Maine,2015,Number,871
State,Maine,2020,Number,862
State,Maine,2020,Percent,0.075
State,Maine,2011,Percent,0.067
State,Maine,2012,Number,850
State,Maine,2011,Number,846
State,Maine,2014,Percent,0.076
State,Maine,2014,Number,960
State,Maine,2012,Percent,0.066
State,Maine,2016,Number,897
State,Maine,2016,Percent,0.071
State,Maine,2017,Percent,0.071
State,Maine,2019,Number,867
State,Maine,2017,Number,876
State,Maine,2019,Percent,0.074
State,Maine,2021,Percent,0.073
State,Maine,2021,Number,875
State,Maryland,2021,Number,6080
State,Maryland,2021,Percent,0.089
State,Maryland,2019,Percent,0.087
State,Maryland,2017,Number,6375
State,Maryland,2017,Percent,0.089
State,Maryland,2019,Number,6111
State,Maryland,2016,Percent,0.085
State,Maryland,2016,Number,6248
State,Maryland,2012,Percent,0.088
State,Maryland,2014,Number,6345
State,Maryland,2014,Percent,0.086
State,Maryland,2011,Number,6466
State,Maryland,2012,Number,6417
State,Maryland,2011,Percent,0.089
State,Maryland,2020,Percent,0.085
State,Maryland,2020,Number,5792
State,Maryland,2015,Number,6297
State,Maryland,2015,Percent,0.086
State,Maryland,2010,Percent,0.088
State,Maryland,2010,Number,6474
State,Maryland,2009,Number,6836
State,Maryland,2009,Percent,0.091
State,Maryland,2018,Percent,0.088
State,Maryland,2013,Number,6088
State,Maryland,2018,Number,6266
State,Maryland,2008,Percent,0.092
State,Maryland,2013,Percent,0.085
State,Maryland,2008,Number,7138
State,Maryland,2007,Number,7109
State,Maryland,2007,Percent,0.091
State,Maryland,2006,Number,7269
State,Maryland,2006,Percent,0.094
State,Maryland,2005,Number,6844
State,Maryland,2005,Percent,0.091
State,Maryland,2004,Percent,0.093
State,Maryland,2004,Number,6947
State,Maryland,2003,Number,6782
State,Maryland,2003,Percent,0.091
State,Maryland,2002,Percent,0.09
State,Maryland,2002,Number,6607
State,Maryland,2001,Number,6580
State,Maryland,2001,Percent,0.09
State,Maryland,2000,Percent,0.086
State,Maryland,2000,Number,6413
State,Maryland,1999,Number,6495
State,Maryland,1999,Percent,0.09
State,Maryland,1998,Percent,0.087
State,Maryland,1998,Number,6232
State,Maryland,1997,Number,6142
State,Maryland,1997,Percent,0.088
State,Maryland,1995,Number,6162
State,Maryland,1996,Percent,0.086
State,Maryland,1996,Number,6158
State,Maryland,1995,Percent,0.085
State,Maryland,1994,Percent,0.085
State,Maryland,1994,Number,6260
State,Maryland,1992,Percent,0.083
State,Maryland,1993,Number,6341
State,Maryland,1993,Percent,0.085
State,Maryland,1992,Number,6432
State,Maryland,1991,Number,6391
State,Maryland,1991,Percent,0.081
State,Maryland,1990,Number,6229
State,Maryland,1990,Percent,0.078
State,Massachusetts,1990,Percent,0.059
State,Massachusetts,1990,Number,5417
State,Massachusetts,1991,Percent,0.059
State,Massachusetts,1991,Number,5197
State,Massachusetts,1992,Number,5185
State,Massachusetts,1993,Percent,0.062
State,Massachusetts,1993,Number,5195
State,Massachusetts,1992,Percent,0.06
State,Massachusetts,1994,Number,5332
State,Massachusetts,1994,Percent,0.064
State,Massachusetts,1995,Percent,0.063
State,Massachusetts,1996,Number,5069
State,Massachusetts,1996,Percent,0.064
State,Massachusetts,1995,Number,5160
State,Massachusetts,1997,Percent,0.07
State,Massachusetts,1997,Number,5584
State,Massachusetts,1998,Number,5630
State,Massachusetts,1998,Percent,0.069
State,Massachusetts,1999,Percent,0.071
State,Massachusetts,1999,Number,5693
State,Massachusetts,2000,Number,5712
State,Massachusetts,2000,Percent,0.071
State,Massachusetts,2001,Percent,0.072
State,Massachusetts,2001,Number,5773
State,Massachusetts,2002,Number,6046
State,Massachusetts,2002,Percent,0.075
State,Massachusetts,2003,Percent,0.076
State,Massachusetts,2003,Number,6095
State,Massachusetts,2004,Number,6117
State,Massachusetts,2004,Percent,0.078
State,Massachusetts,2005,Percent,0.079
State,Massachusetts,2005,Number,6063
State,Massachusetts,2006,Percent,0.079
State,Massachusetts,2006,Number,6138
State,Massachusetts,2007,Percent,0.079
State,Massachusetts,2007,Number,6128
State,Massachusetts,2008,Number,5951
State,Massachusetts,2013,Percent,0.077
State,Massachusetts,2008,Percent,0.078
State,Massachusetts,2018,Number,5237
State,Massachusetts,2013,Number,5505
State,Massachusetts,2018,Percent,0.076
State,Massachusetts,2009,Percent,0.078
State,Massachusetts,2009,Number,5802
State,Massachusetts,2010,Number,5634
State,Massachusetts,2010,Percent,0.077
State,Massachusetts,2015,Percent,0.075
State,Massachusetts,2015,Number,5312
State,Massachusetts,2020,Number,4883
State,Massachusetts,2020,Percent,0.074
State,Massachusetts,2011,Percent,0.076
State,Massachusetts,2012,Number,5478
State,Massachusetts,2011,Number,5481
State,Massachusetts,2014,Percent,0.075
State,Massachusetts,2014,Number,5351
State,Massachusetts,2012,Percent,0.076
State,Massachusetts,2016,Number,5330
State,Massachusetts,2016,Percent,0.075
State,Massachusetts,2017,Percent,0.075
State,Massachusetts,2019,Number,5257
State,Massachusetts,2017,Number,5260
State,Massachusetts,2019,Percent,0.076
State,Massachusetts,2021,Percent,0.075
State,Massachusetts,2021,Number,5148
State,Michigan,2021,Number,9668
State,Michigan,2021,Percent,0.092
State,Michigan,2019,Percent,0.087
State,Michigan,2017,Number,9793
State,Michigan,2017,Percent,0.088
State,Michigan,2019,Number,9414
State,Michigan,2016,Percent,0.085
State,Michigan,2016,Number,9654
State,Michigan,2012,Percent,0.084
State,Michigan,2014,Number,9545
State,Michigan,2014,Percent,0.084
State,Michigan,2011,Number,9508
State,Michigan,2012,Number,9548
State,Michigan,2011,Percent,0.083
State,Michigan,2020,Percent,0.089
State,Michigan,2020,Number,9288
State,Michigan,2015,Number,9612
State,Michigan,2015,Percent,0.085
State,Michigan,2010,Percent,0.084
State,Michigan,2010,Number,9610
State,Michigan,2009,Number,9799
State,Michigan,2009,Percent,0.084
State,Michigan,2018,Percent,0.085
State,Michigan,2013,Number,9331
State,Michigan,2018,Number,9302
State,Michigan,2008,Percent,0.086
State,Michigan,2013,Percent,0.082
State,Michigan,2008,Number,10378
State,Michigan,2007,Number,10481
State,Michigan,2007,Percent,0.084
State,Michigan,2006,Number,10637
State,Michigan,2006,Percent,0.084
State,Michigan,2005,Number,10615
State,Michigan,2005,Percent,0.083
State,Michigan,2004,Percent,0.083
State,Michigan,2004,Number,10828
State,Michigan,2003,Number,10706
State,Michigan,2003,Percent,0.082
State,Michigan,2002,Percent,0.08
State,Michigan,2002,Number,10363
State,Michigan,2001,Number,10642
State,Michigan,2001,Percent,0.08
State,Michigan,2000,Percent,0.079
State,Michigan,2000,Number,10687
State,Michigan,1999,Number,10655
State,Michigan,1999,Percent,0.08
State,Michigan,1998,Percent,0.078
State,Michigan,1998,Number,10403
State,Michigan,1997,Number,10282
State,Michigan,1997,Percent,0.077
State,Michigan,1995,Number,10345
State,Michigan,1996,Percent,0.077
State,Michigan,1996,Number,10187
State,Michigan,1995,Percent,0.077
State,Michigan,1994,Percent,0.078
State,Michigan,1994,Number,10708
State,Michigan,1992,Percent,0.075
State,Michigan,1993,Number,10661
State,Michigan,1993,Percent,0.076
State,Michigan,1992,Number,10780
State,Michigan,1991,Number,11669
State,Michigan,1991,Percent,0.078
State,Michigan,1990,Number,11586
State,Michigan,1990,Percent,0.076
State,Minnesota,1990,Percent,0.051
State,Minnesota,1990,Number,3437
State,Minnesota,1991,Percent,0.053
State,Minnesota,1991,Number,3568
State,Minnesota,1992,Number,3408
State,Minnesota,1993,Percent,0.055
State,Minnesota,1993,Number,3532
State,Minnesota,1992,Percent,0.052
State,Minnesota,1994,Number,3634
State,Minnesota,1994,Percent,0.057
State,Minnesota,1995,Percent,0.059
State,Minnesota,1996,Number,3707
State,Minnesota,1996,Percent,0.058
State,Minnesota,1995,Number,3700
State,Minnesota,1997,Percent,0.059
State,Minnesota,1997,Number,3782
State,Minnesota,1998,Number,3788
State,Minnesota,1998,Percent,0.058
State,Minnesota,1999,Percent,0.061
State,Minnesota,1999,Number,4009
State,Minnesota,2000,Number,4138
State,Minnesota,2000,Percent,0.061
State,Minnesota,2001,Percent,0.063
State,Minnesota,2001,Number,4254
State,Minnesota,2002,Number,4251
State,Minnesota,2002,Percent,0.063
State,Minnesota,2003,Percent,0.062
State,Minnesota,2003,Number,4374
State,Minnesota,2004,Number,4604
State,Minnesota,2004,Percent,0.065
State,Minnesota,2005,Percent,0.065
State,Minnesota,2005,Number,4628
State,Minnesota,2006,Percent,0.065
State,Minnesota,2006,Number,4807
State,Minnesota,2007,Percent,0.067
State,Minnesota,2007,Number,4939
State,Minnesota,2008,Number,4605
State,Minnesota,2013,Percent,0.064
State,Minnesota,2008,Percent,0.064
State,Minnesota,2018,Number,4617
State,Minnesota,2013,Number,4398
State,Minnesota,2018,Percent,0.069
State,Minnesota,2009,Percent,0.065
State,Minnesota,2009,Number,4604
State,Minnesota,2010,Number,4415
State,Minnesota,2010,Percent,0.064
State,Minnesota,2015,Percent,0.064
State,Minnesota,2015,Number,4494
State,Minnesota,2020,Number,4229
State,Minnesota,2020,Percent,0.067
State,Minnesota,2011,Percent,0.064
State,Minnesota,2012,Number,4550
State,Minnesota,2011,Number,4384
State,Minnesota,2014,Percent,0.066
State,Minnesota,2014,Number,4595
State,Minnesota,2012,Percent,0.066
State,Minnesota,2016,Number,4570
State,Minnesota,2016,Percent,0.066
State,Minnesota,2019,Number,4537
State,Minnesota,2017,Percent,0.067
State,Minnesota,2017,Number,4626
State,Minnesota,2019,Percent,0.069
State,Minnesota,2021,Percent,0.072
State,Minnesota,2021,Number,4665
State,Mississippi,2021,Number,4339
State,Mississippi,2021,Percent,0.123
State,Mississippi,2019,Percent,0.123
State,Mississippi,2017,Number,4333
State,Mississippi,2017,Percent,0.116
State,Mississippi,2019,Number,4510
State,Mississippi,2016,Percent,0.115
State,Mississippi,2016,Number,4345
State,Mississippi,2012,Percent,0.116
State,Mississippi,2014,Number,4374
State,Mississippi,2014,Percent,0.113
State,Mississippi,2011,Number,4710
State,Mississippi,2012,Number,4502
State,Mississippi,2011,Percent,0.118
State,Mississippi,2020,Percent,0.118
State,Mississippi,2020,Number,4192
State,Mississippi,2015,Percent,0.114
State,Mississippi,2015,Number,4387
State,Mississippi,2010,Percent,0.121
State,Mississippi,2010,Number,4852
State,Mississippi,2009,Number,5249
State,Mississippi,2009,Percent,0.122
State,Mississippi,2018,Percent,0.121
State,Mississippi,2013,Number,4458
State,Mississippi,2018,Number,4484
State,Mississippi,2008,Percent,0.118
State,Mississippi,2013,Percent,0.115
State,Mississippi,2008,Number,5306
State,Mississippi,2007,Number,5703
State,Mississippi,2007,Percent,0.123
State,Mississippi,2006,Number,5698
State,Mississippi,2006,Percent,0.124
State,Mississippi,2005,Number,5016
State,Mississippi,2005,Percent,0.118
State,Mississippi,2004,Percent,0.116
State,Mississippi,2004,Number,4956
State,Mississippi,2003,Percent,0.114
State,Mississippi,2003,Number,4846
State,Mississippi,2002,Percent,0.112
State,Mississippi,2002,Number,4635
State,Mississippi,2001,Number,4505
State,Mississippi,2001,Percent,0.107
State,Mississippi,2000,Percent,0.107
State,Mississippi,2000,Number,4694
State,Mississippi,1999,Number,4412
State,Mississippi,1999,Percent,0.103
State,Mississippi,1998,Percent,0.101
State,Mississippi,1998,Number,4337
State,Mississippi,1997,Number,4191
State,Mississippi,1997,Percent,0.101
State,Mississippi,1996,Percent,0.099
State,Mississippi,1996,Number,4047
State,Mississippi,1995,Number,4053
State,Mississippi,1995,Percent,0.098
State,Mississippi,1994,Percent,0.099
State,Mississippi,1994,Number,4133
State,Mississippi,1992,Percent,0.099
State,Mississippi,1993,Number,4248
State,Mississippi,1993,Percent,0.101
State,Mississippi,1992,Number,4221
State,Mississippi,1991,Number,4197
State,Mississippi,1991,Percent,0.097
State,Mississippi,1990,Number,4159
State,Mississippi,1990,Percent,0.096
State,Missouri,1990,Percent,0.071
State,Missouri,1990,Number,5637
State,Missouri,1991,Percent,0.075
State,Missouri,1991,Number,5900
State,Missouri,1992,Number,5587
State,Missouri,1993,Percent,0.075
State,Missouri,1993,Number,5644
State,Missouri,1992,Percent,0.073
State,Missouri,1994,Number,5569
State,Missouri,1994,Percent,0.076
State,Missouri,1995,Percent,0.076
State,Missouri,1995,Number,5561
State,Missouri,1996,Number,5540
State,Missouri,1996,Percent,0.075
State,Missouri,1997,Percent,0.077
State,Missouri,1997,Number,5703
State,Missouri,1998,Number,5890
State,Missouri,1998,Percent,0.078
State,Missouri,1999,Percent,0.077
State,Missouri,1999,Number,5831
State,Missouri,2000,Number,5798
State,Missouri,2000,Percent,0.076
State,Missouri,2001,Percent,0.076
State,Missouri,2001,Number,5741
State,Missouri,2002,Number,6034
State,Missouri,2002,Percent,0.08
